-10137,-4514,-5623
-17106,-8516,-8590
-11983,-8967,-3016
-18148,-8315,-9833
-7513,-6374,-1139
-7682,-6699,-983
-18757,-9941,-8816
-10084,-6575,-3509
-16453,-7206,-9247
-18665,-9724,-8941
-14104,-8511,-5593
-6724,-6103,-621
-3030,-203,-2827
-14893,-9067,-5826
-16731,-8093,-8638
-10474,-1503,-8971
-2846,-28,-2818
-11745,-9988,-1757
-3199,-2769,-430
-9702,-485,-9217
-7883,-4169,-3714
-10703,-2652,-8051
-14717,-7254,-7463
-13833,-7971,-5862
-8118,-8063,-55
-15903,-7023,-8880
-6374,-458,-5916
-13953,-4670,-9283
-14131,-8556,-5575
-19469,-9835,-9634
-7365,-30,-7335
-14587,-6103,-8484
-15417,-7671,-7746
-12890,-6459,-6431
-7714,-912,-6802
-12228,-6748,-5480
-9198,-6790,-2408
-14584,-6587,-7997
-4465,-4460,-5
-18336,-8651,-9685
-11445,-9540,-1905
-14094,-8736,-5358
-7320,-1948,-5372
-2749,-932,-1817
-9491,-7794,-1697
-9283,-8458,-825
-12940,-9372,-3568
-10864,-5707,-5157
-12277,-7604,-4673
-16739,-9061,-7678
-12190,-5528,-6662
-8258,-7381,-877
-1741,-613,-1128
-16013,-8585,-7428
-10146,-6606,-3540
-3582,-1077,-2505
-12007,-8598,-3409
-16222,-7665,-8557
-10148,-3192,-6956
-12020,-7044,-4976
-7841,-2247,-5594
-6589,-1827,-4762
-6140,-4126,-2014
-8597,-1836,-6761
-8852,-7122,-1730
-19083,-9836,-9247
-4773,-850,-3923
-12009,-7673,-4336
-12190,-9840,-2350
-7160,-5962,-1198
-2964,-180,-2784
-4797,-1126,-3671
-11423,-6807,-4616
-5751,-2079,-3672
-16381,-6738,-9643
-15090,-7365,-7725
-366,-277,-89
-8805,-2784,-6021
-9495,-6677,-2818
-8828,-8797,-31
-3738,-258,-3480
-3141,-2304,-837
-14755,-7895,-6860
-1806,-1005,-801
-14023,-7974,-6049
-16541,-6944,-9597
-19341,-9513,-9828
-5714,-1596,-4118
-7303,-6440,-863
-14859,-6478,-8381
-2417,-244,-2173
-13105,-9433,-3672
-4388,-2882,-1506
-9081,-534,-8547
-8013,-4906,-3107
-13546,-9717,-3829
-7401,-6253,-1148
-16185,-7040,-9145
-11033,-5691,-5342
-9675,-2032,-7643
-12350,-2953,-9397
-13454,-9413,-4041
-6433,-2626,-3807
-12992,-7935,-5057
-8604,-7865,-739
-11999,-6083,-5916
-7118,-2384,-4734
-12644,-9134,-3510
-11079,-3103,-7976
-2143,-1025,-1118
-8084,-5586,-2498
-8102,-1852,-6250
-13960,-6127,-7833
-15741,-7138,-8603
-12463,-6255,-6208
-13428,-7821,-5607
-2369,-1266,-1103
-6619,-6403,-216
-3869,-1511,-2358
-3601,-1686,-1915
-9760,-200,-9560
-11649,-9034,-2615
-16453,-8272,-8181
-7906,-3627,-4279
-11523,-4982,-6541
-7890,-4506,-3384
-6217,-4028,-2189
-5420,-2238,-3182
-4851,-3333,-1518
-5422,-825,-4597
-2538,-2456,-82
-9757,-5999,-3758
-14031,-5462,-8569
-3832,-2476,-1356
-8332,-6769,-1563
-13977,-5215,-8762
-8652,-871,-7781
-12417,-7174,-5243
-4219,-2177,-2042
-4375,-4273,-102
-6310,-2719,-3591
-6773,-3800,-2973
-11840,-4977,-6863
-11470,-2899,-8571
-5208,-4222,-986
-3567,-19,-3548
-10500,-6686,-3814
-13905,-9751,-4154
-13359,-9364,-3995
-9436,-1099,-8337
-12019,-9898,-2121
-13861,-8262,-5599
-5994,-1233,-4761
-11376,-7849,-3527
-14582,-5820,-8762
-9376,-1324,-8052
-15638,-6952,-8686
-4071,-1917,-2154
-9876,-640,-9236
-12774,-2917,-9857
-9655,-11,-9644
-15366,-5483,-9883
-10800,-2749,-8051
-4024,-632,-3392
-8595,-4962,-3633
-13186,-8034,-5152
-4511,-2535,-1976
-4026,-1486,-2540
-19006,-9107,-9899
-8283,-3049,-5234
-3903,0,-3903
-11056,-3648,-7408
-11325,-4637,-6688
-10301,-9772,-529
-11240,-4512,-6728
-9200,-1260,-7940
-15735,-8460,-7275
-6681,-216,-6465
-7483,-4498,-2985
-6630,-3915,-2715
-13061,-6623,-6438
-9942,-3871,-6071
-9333,-8844,-489
-9184,-2363,-6821
-12179,-9898,-2281
-10162,-7655,-2507
-15351,-8004,-7347
-6495,-2710,-3785
-12502,-5136,-7366
-3423,-3068,-355
-18309,-9588,-8721
-8083,-4819,-3264
-5620,-3569,-2051
-12288,-6584,-5704
-13766,-9972,-3794
-10093,-7130,-2963
-17869,-8422,-9447
-5147,-4572,-575
-17002,-8255,-8747
-7740,-3833,-3907
-8897,-2734,-6163
-6132,-1565,-4567
-9885,-9233,-652
-12071,-3475,-8596
-6466,-4193,-2273
-11142,-8252,-2890
-7006,-3614,-3392
-6467,-6334,-133
-15582,-6822,-8760
-13684,-7399,-6285
-18029,-9225,-8804
-11478,-7623,-3855
-4829,-2692,-2137
-15728,-9662,-6066
-10421,-2605,-7816
-15910,-8225,-7685
-7887,-6113,-1774
-6678,-5980,-698
-8911,-8739,-172
-8190,-7996,-194
-7665,-1256,-6409
-5316,-3062,-2254
-2383,-1337,-1046
-15656,-5710,-9946
-12385,-9486,-2899
-17105,-8523,-8582
-6609,-3045,-3564
-13382,-4200,-9182
-5513,-3555,-1958
-8581,-3749,-4832
-12349,-4045,-8304
-11018,-8757,-2261
-1273,-944,-329
-8966,-4923,-4043
-14417,-6600,-7817
-16819,-8993,-7826
-11667,-6315,-5352
-15233,-7798,-7435
-11099,-9558,-1541
-13562,-8525,-5037
-15531,-9244,-6287
-12180,-8159,-4021
-9694,-8440,-1254
-12298,-2954,-9344
-8129,-2526,-5603
-10065,-8115,-1950
-4147,-1168,-2979
-14375,-8328,-6047
-10402,-3640,-6762
-8943,-360,-8583
-9422,-9135,-287
-12267,-8276,-3991
-9464,-2163,-7301
-7649,-5656,-1993
-14280,-5905,-8375
-11686,-5800,-5886
-6403,-2612,-3791
-5064,-4682,-382
-9476,-3635,-5841
-11329,-9582,-1747
-4053,-1445,-2608
-16248,-8506,-7742
-14458,-6647,-7811
-12997,-6995,-6002
-18427,-9288,-9139
-9650,-7914,-1736
-2525,-2239,-286
-6253,-3632,-2621
-14304,-7496,-6808
-4503,-1580,-2923
-13240,-3483,-9757
-4132,-26,-4106
-12592,-5274,-7318
-14451,-8352,-6099
-9251,-6692,-2559
-12003,-2025,-9978
-4931,-2573,-2358
-16206,-7353,-8853
-5442,-5242,-200
-9835,-6633,-3202
-11525,-6115,-5410
-17249,-8469,-8780
-14073,-9934,-4139
-9085,-5800,-3285
-15907,-6512,-9395
-16051,-9195,-6856
-10479,-8991,-1488
-12988,-7796,-5192
-12765,-5931,-6834
-15451,-8981,-6470
-7968,-7674,-294
-12073,-4667,-7406
-9059,-8674,-385
-10485,-4286,-6199
-474,-3,-471
-14544,-5730,-8814
-13310,-9757,-3553
-11833,-5947,-5886
-15637,-7179,-8458
-6979,-1048,-5931
-1446,-433,-1013
-17381,-8767,-8614
-11034,-4372,-6662
-7125,-1777,-5348
-14973,-5438,-9535
-8354,-7565,-789
-11098,-6385,-4713
-12637,-6907,-5730
-4795,-3272,-1523
-3608,-523,-3085
-11604,-4597,-7007
-16752,-7805,-8947
-13602,-6017,-7585
-10409,-2206,-8203
-13614,-3699,-9915
-11048,-7070,-3978
-9902,-8526,-1376
-10341,-4975,-5366
-9643,-4021,-5622
-5430,-2683,-2747
-15277,-8441,-6836
-10007,-9592,-415
-9167,-4358,-4809
-8208,-282,-7926
-12065,-4755,-7310
-11038,-6039,-4999
-9287,-1706,-7581
-7765,-2679,-5086
-3820,-656,-3164
-8499,-6728,-1771
-11612,-5325,-6287
-11438,-8137,-3301
-16029,-9991,-6038
-10039,-1905,-8134
-2370,-2088,-282
-13064,-5197,-7867
-9673,-3483,-6190
-4407,-1211,-3196
-6429,-2668,-3761
-7497,-4647,-2850
-6755,-3791,-2964
-17337,-7760,-9577
-7447,-1642,-5805
-3862,-999,-2863
-5454,-4672,-782
-9347,-7128,-2219
-12519,-4818,-7701
-14525,-6131,-8394
-11694,-5439,-6255
-16961,-7775,-9186
-12631,-6058,-6573
-15689,-6339,-9350
-5779,-2138,-3641
-8337,-8120,-217
-10255,-6587,-3668
-8011,-5878,-2133
-9157,-7657,-1500
-8017,-828,-7189
-17343,-9304,-8039
-7396,-49,-7347
-12654,-3287,-9367
-17418,-9403,-8015
-16093,-6633,-9460
-4515,-3199,-1316
-6820,-5186,-1634
-11827,-9615,-2212
-6505,-971,-5534
-16316,-9046,-7270
-14308,-8762,-5546
-9111,-2699,-6412
-15525,-7811,-7714
-14366,-5376,-8990
-2772,-1080,-1692
-14390,-6245,-8145
-8874,-7711,-1163
-12528,-4808,-7720
-15401,-9038,-6363
-16374,-9774,-6600
-3278,-2514,-764
-2007,-1744,-263
-5211,-2706,-2505
-3642,-2250,-1392
-9950,-8874,-1076
-8526,-5808,-2718
-6485,-5765,-720
-9465,-2346,-7119
-3949,-2869,-1080
-12030,-6274,-5756
-9774,-5980,-3794
-8343,-7434,-909
-12547,-5454,-7093
-10124,-574,-9550
-10152,-8884,-1268
-15060,-6255,-8805
-6378,-3168,-3210
-6657,-945,-5712
-12408,-3477,-8931
-5463,-372,-5091
-4375,-1142,-3233
-11034,-5287,-5747
-4598,-1919,-2679
-9616,-6741,-2875
-13665,-7367,-6298
-13859,-8992,-4867
-12133,-3619,-8514
-9391,-7754,-1637
-6058,-1151,-4907
-7650,-3695,-3955
-8317,-5674,-2643
-10727,-6911,-3816
-19395,-9846,-9549
-13572,-4115,-9457
-6467,-215,-6252
-10989,-8208,-2781
-7665,-6780,-885
-10928,-8257,-2671
-7909,-532,-7377
-10549,-7746,-2803
-17802,-8076,-9726
-15243,-8692,-6551
-8904,-2109,-6795
-10502,-5061,-5441
-11513,-1746,-9767
-6771,-3530,-3241
-8527,-6560,-1967
-11609,-4033,-7576
-11460,-6455,-5005
-11250,-5114,-6136
-5950,-513,-5437
-4445,-4133,-312
-8432,-1029,-7403
-10703,-9558,-1145
-3109,-1478,-1631
-5525,-1178,-4347
-10541,-5810,-4731
-11975,-5008,-6967
-7328,-891,-6437
-9374,-7639,-1735
-11047,-4963,-6084
-13365,-7585,-5780
-16544,-7603,-8941
-1049,-516,-533
-7591,-1352,-6239
-2048,-339,-1709
-8630,-4069,-4561
-9380,-1569,-7811
-11030,-8912,-2118
-4282,-2560,-1722
-5051,-1681,-3370
-5515,-2933,-2582
-6547,-2933,-3614
-11887,-7311,-4576
-8072,-8068,-4
-11837,-5446,-6391
-9926,-5082,-4844
-11830,-4416,-7414
-13693,-6946,-6747
-13802,-9385,-4417
-11767,-5728,-6039
-12411,-6338,-6073
-10596,-8492,-2104
-10755,-8681,-2074
-6887,-69,-6818
-13098,-6942,-6156
-5256,-649,-4607
-10216,-8438,-1778
-14643,-9103,-5540
-8165,-6732,-1433
-6921,-4676,-2245
-11486,-8773,-2713
-13402,-9610,-3792
